Cod Forn	Item	Unid	Qtde	DESCRIÇÃO	Vlr.Unit.	Vlr.Total	DATA EMISSÃO	Nº Cotação:	Cond. Pagto	TIPO	Posto	Prazo	Validade	Status Pedido	Estoque	observação	Nota Fornecedor
2008	2	PC	16	Clips para cabo aço 7/8	23.9	382.4	40596	74	35 dias 	DDL	CIF	Imediato	10 dias 	Em Aberto	Sim		
2015	1	Pc	1	"Alicate universal isolado 8"" - Tramontina Pro"	29.9	29.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	2	Pc	1	"Alicate corte diagonal isolado 6"" - Tramontina pro"	39.9	39.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	3	Pc	1	Chave fenda 1/4 x 6 - Tramontina Pro	9.9	9.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	4	Pc	1	Chave fenda 5/16 x 6 - Tramontina Pro	12.9	12.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	5	Pc	1	Chave fenda 3/16 x 6 - Tramontina Pro	6.9	6.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	6	Pc	1	Chave fenda 1/8 x 6 - Tramontina Pro	5.9	5.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	7	Pc	1	"Nível com base magnética 12"" - Stanley"	39.9	39.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	8	Pc	1	"Arco de serra 12"" - Starrett"	19.9	19.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	9	Pc	1	"Chave biela ""L"" 10 mm"	16	16	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	10	Pc	1	"Chave biela ""L"" 11 mm"	18.9	18.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	11	Pc	1	Soquete sextavado 1/2 x 8 mm	11.9	11.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	12	Pc	1	"Chave combinada 7/16"""	7.9	7.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	13	Pc	1	"Chave combinada 1/2"""	7.8	7.8	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	14	Pc	1	"Chave combinada 9/16"""	7.9	7.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	15	Pc	1	Chave combinada 11 mm	6.9	6.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	16	Pc	1	Chave combinada 12 mm	8.3	8.3	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	17	Pc	1	Chave combinada 13 mm	8.7	8.7	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2015	18	Pc	1	Chave combianda 14 mm	8.9	8.9	40596	75	30	DDL	CIF	Imediato	5 dias	Concluido	Sim		
2005	1	PC	4	"Carro girica 300 kg - roda alumínio 10"" pneu/camara - chapa 16"	630	2520	40606	76	46 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2005	2	PC	4	"Carro girica 300 kg - roda alumínio 10"" pneu/camara - chapa 20 "	545	2180	40606	76	46 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2005	3	PC	4	"Carro girica 400 kg - roda maciça 8"" "	490	1960	40606	76	46 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Não		
2005	1	pc	8	TESTE	2	16	40606	77	25	DDL	FOB	20 dias	40633	Concluido	Sim		
2005	2	CX	100	TESTE 2	0.4	40	40606	77	25	DDL	FOB	20 dias	40633	Concluido	Sim		
2005	1	Pc	400	teste3	0.5	200	40605	78	23	DDL	CIF	20 DIAS	40605	Concluido	Sim		
2005	2	cx	4556	teste4	0.15	683.4	40605	78	23	DDL	CIF	20 DIAS	40605	Concluido	Não	Em Aberto	NF 51 -  Pado S/A Industrial Com. Imp
2015	1	pc	20	TESTE5	2	40	40606	79	21	DDL	CIF	10 DIAS	40633	Concluido	Sim		
2005	1	CX	25	Teste x	2	50	40606	80	30	DDL	CIF	20 DIAS	40633	Concluido	Sim		
2005	2	pc	20	Teste x	4	80	40606	80	30	DDL	CIF	20 DIAS	40633	Concluido	Não	material em falta	NF 50 -  Zilocchi Tecnologia Ltda 
2095	1	pc	200	teste7	3	600	40606	81	23	DDL	cif	23 dias	40633	Concluido	Sim		
2095	2	cx	2111	teste8	8	16888	40606	81	23	DDL	cif	23 dias	40633	Concluido	Não		NF 50 -  Zilocchi Tecnologia Ltda 
2005	1	PC	398	TESTE 18	4	1592	40606	82	32	DDL	CIF	12 DIAS	40633	Concluido	Sim		
2097	1	CX	1200	TESTE 21	0.4	480	40606	83	23	DDL	cif	23 dias	40633	Concluido	Sim	Concluido	
2100	1	PC	12	TESTE 26	2	24	40606	84	23	DDL	CIF	35 DIAS	40663	Preço desacordo	Sim		
2100	2	PC	34	TESTE 27	234	7956	40606	84	23	DDL	CIF	35 DIAS	40663	Preço desacordo	Não		NF 50 -  Zilocchi Tecnologia Ltda 
2100	3	CX	13	TESTE 28	4	52	40606	84	23	DDL	CIF	35 DIAS	40663	Preço desacordo	Não		NF 55 -  Black e Decker do Brasil Ltda 
2092	1	pc	200	teste 39	2	400	40611	85	3	DDL	cif	10 dias	40633	Concluido	Sim		
2092	2	cx	2222	teste 40	0.5	1111	40611	85	3	DDL	cif	10 dias	40633	Concluido	Não		NF 62 -  Paulitech Comercial Ltda 
2082	1	PC	1	Martelete perfurador/rompedor SDS - DWT 900 W 	519.9	519.9	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	2	PC	1	Martelo pena 400 g - Tramontina Pro 	25.9	25.9	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	3	PC	2	Chave combinada 10 mm - isolada - Tramontina Pro * Entrega 30 dias *	63	126	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	4	PC	1	"Alicate corte diagonal 6"" - Tramontina Pro "	39.9	39.9	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	5	PC	1	"Alicate universal 8"" - Tramontina Pro "	29.9	29.9	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	6	PC	1	Chave phillips 3/16 x 4 - Tramontina Pro 	7	7	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	7	PC	1	Chave phillips 1/4 x 6 - Tramontina Pro 	9	9	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	8	PC	1	Chave fenda 3/16 x 4 - Tramontina Pro 	7	7	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim 		
2082	9	PC	1	Chave fenda 1/4 x 6 - Tramontina Pro 	9	9	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	10	PC	1	Ferro solda 70 watts - 220V - Fame 	70.5	70.5	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2082	11	PC	1	Chave corrente p/ filtro - Gedore 	85	85	40613	86	28 dias 	DDL	CIF	Imediato a 30 dias 	10 dias 	Em Aberto	Sim		
2008	1	PC	20	Pastilha widia E-12 Brassinter 	16.5	330	40613	87	35 dias 	DDL	CIF	Até 30 dias 	10 dias 	Em Aberto	Sim		
2008	2	PC	6	Bomba graxa manual Lub 600 	163.8	982.8	40613	87	35 dias 	DDL	CIF	Até 30 dias 	10 dias 	Em Aberto	Sim		
2008	3	PC	120	Pastilha KNUX 160405 R 11 - Brassinter * 30 dias entrega 	19	2280	40613	87	35 dias 	DDL	CIF	Até 30 dias 	10 dias 	Em Aberto	Sim		
2008	4	PC	150	Pastilha KNUX 160405 L 11 - Brassinter	19	2850	40613	87	35 dias 	DDL	CIF	Até 30 dias 	10 dias 	Em Aberto	Sim		
2008	5	PC	6	Broca aço rápido 1/2 	21	126	40613	87	35 dias 	DDL	CIF	Até 30 dias 	10 dias 	Em Aberto	Não		
2008	6	PC	40	Escova aço inox 1777/3 	8	320	40613	87	35 dias 	DDL	CIF	Até 30 dias 	10 dias 	Em Aberto	Não		
2005	1	PC	1	Chave p/ mandril - 5/8	7	7	40616	88	30 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2005	1	PC	1	Lanterna 9 leds - Vonder - acompanha 3 pilhas palitos 	20	20	40616	89	30 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2005	1	PC	4	Capsula MBS 100740	95	380	40617	90	46 dias 	DDL	CIF	7 dias 	10 dias 	Em Aberto	Não		
2005	1	PC	1	Lanterna a prova de explosão mod 60100 cert. Classe II Divisão I Grupo E 	230	230	40617	91	46 dias 	DDL	CIF	 10 dias 	10 dias 	Em Aberto	Não		
2036	1	PC 	1	Broca anular diam. 27 mm x comp. 50 mm	309.1	309.1	40618	92	28/56 dias 	DDL	CIF	5 dias 	10 dias 	Em Aberto	Não		
2036	2	PC 	1	Broca anular diam. 29 mm x comp. 50 mm	343	343	40618	92	28/56 dias 	DDL	CIF	5 dias 	10 dias 	Em Aberto	Não		
2103	1	Pc	3	"Formão 3/8"" - Tramontina Pro"	9	27	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	2	Pc	3	"Formão 1/2"" - Tramontina Pro"	13.5	40.5	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	3	Pc	3	"Formão 5/8"" - Tramontina Pro"	14	42	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	4	Pc	3	"Formão 3/4"" - Tramontina Pro"	14.3	42.9	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	5	Pc	3	"Formão 7/8"" - Tramontina Pro"	15.15	45.45	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	6	Pc	3	"Formão 1"" - Tramontina Pro"	15.9	47.7	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	7	Pc	3	"Formão 1.1/4"" - Tramontina Pro"	16.5	49.5	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	8	Pc	3	"Formão 1.1/2"" - Tramontina Pro"	17	51	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	9	Pc	1	"Alicate universal isolado 8"" - Tramontina Pro"	26.9	26.9	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	10	Pc	1	"Alicate corte diagonal isolado 6"" - Tramontina Pro"	35.9	35.9	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	11	Pc	1	Broca aço rápido 3 mm - Dewalt	2.75	2.75	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	12	Pc	1	Broca aço rápido 6 mm - Dewalt	5.2	5.2	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	13	Pc	1	Broca aço rápido 9 mm - Dewalt	10.35	10.35	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	14	Pc	1	Broca aço rápido 12 mm - Dewalt	22.65	22.65	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	15	Pc	2	Martelo carpinteiro 27 mm - Tramontina	18.6	37.2	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	16	Pc	2	Martelo carpinteiro 29 mm - Tramontina	38	76	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	17	Pc	2	Serra máquina F RS 1610-6	51.9	103.8	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	18	Pc	2	Serra máquina F RS 1710-6	67.85	135.7	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	19	Pc	3	Escala aço 15 cm	4.9	14.7	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	20	Pc	2	Escala aço 30 cm	9	18	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	21	Pc	2	Escala aço 60 cm	26.5	53	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	22	Pc	1	"Compasso ponta reta 10"""	28.7	28.7	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	23	Pc	1	Plaina manual n° 2 - vonder	54.3	54.3	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	24	Pc	2	Lâmina para serra 1/2 esquadria	19	38	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	25	Pc	3	Caixa ferramentas com 01 bandeja - Marcon	30	90	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	26	Pc	4	"Grampo tipo C (sargento) 6"""	28.2	112.8	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	27	Pc	4	"Grampo tipo C (sargento) 10"""	40.7	162.8	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	28	Pc	4	Grampo tipo marceneiro 1 m	109.25	437	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	29	Pc	1	"Parafusadeira Makita 6281 DWPE 14,4 volts"	395.7	395.7	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2103	30	Pc	1	"Furadeira bancada Somar 1/2"""	279.9	279.9	40618	93	28/56 dias	DDL	CIF	Imediato a 10 dias	7 dias	Em Aberto	Sim		
2004	1	Jg	2	Jogo macho 3/16 x 24 - Dormer'	95.8	191.6	40618	94	30	DDL	CIF	10 dias	5 dias	Concluido	Não		
2104	1	Pc	1	"Serra circular profissional 7"" Bosch"	445.9	445.9	40618	95	30	DDL	CIF	Imediato	7 dias	Preço desacordo	Sim		
2020	1	Pc	1	Cortador cabos aço até 20 mm diâmetro	1095	1095	40618	96	28/56	DDL	CIF	7 dias	5 dias	Concluido	Não		
2103	1	Pc	2	Broca aço rápido 5 mm - Dewalt	4.25	8.5	40619	97	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2103	2	Pc	2	Broca aço rápido 10 mm - Dewalt	13.75	27.5	40619	97	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2103	3	Pc	2	Broca aço rápido 11 mm - Dewalt	17.8	35.6	40619	97	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2103	4	Pc	3	Escala métrica aço 1 m	47	141	40619	97	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2103	5	Pc	1	"Alicate pressão 10"" - Tramontina Pro"	27.8	27.8	40619	97	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2103	6	Pc	1	Tesoura para sapateiro	67	67	40619	97	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2097	1	Pc	2	Disco corte 12 x 5/8 - Alcar	7.9	15.8	40619	98	28	DDL	CIF	Imediato	7 dias	Preço desacordo	Sim		
2097	2	Kg	15	"Eletrodo 48 x 3,25 "	13	195	40619	98	28	DDL	CIF	Imediato	7 dias	Preço desacordo	Sim		
2009	1	PC	20	"Disco corte inox 7"" - Sait "	7	140	40619	99	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2028	1	Pc	2	Balança tipo gancho c/ prato até 15 kg (tipo peixeiro)	173.9	347.8	40620	100	30	DDL	CIF	10 dias	7 dias	Preço desacordo	Não		
2028	2	Pc	4	Balança tipo gancho para 20 kg	15	60	40620	100	30	DDL	CIF	10 dias	7 dias	Preço desacordo	Não		
2028	3	Pc	15	Lanterna recarregável com 4 leds - Western	9.9	148.5	40620	100	30	DDL	CIF	10 dias	7 dias	Preço desacordo	Não		
2012	1	Jg	1	"Jogo castanha, tamanho 8"",interna com 3 castanhas"	266	266	40620	101	30	DDL	CIF	7 dias	5 dias	Em Aberto	Não		
2012	2	Pc	4	Fresa topo 4 cortes curta 8 mm	26.9	107.6	40620	101	30	DDL	CIF	7 dias	5 dias	Em Aberto	Sim		
2012	3	Pc	4	Fresa topo 4 cortes curta 12 mm	34.9	139.6	40620	101	30	DDL	CIF	7 dias	5 dias	Em Aberto	Sim		
2012	4	Pc	5	Chave allen abaulada 3 mm	3.95	19.75	40620	101	30	DDL	CIF	7 dias	5 dias	Em Aberto	Sim		
2012	5	Pc	1	"Alicate corte diagonal 6"" isolado - Gedore/Belzer"	39.8	39.8	40620	101	30	DDL	CIF	7 dias	5 dias	Em Aberto	Sim		
2012	6	Pc	2	"Escova aço 6"" para esmeril"	19.9	39.8	40620	101	30	DDL	CIF	7 dias	5 dias	Em Aberto	Sim		
2012	7	Mt	10	"Corrente dupla DIN 08-B-1/2"""	31.9	319	40620	101	30	DDL	CIF	7 dias	5 dias	Em Aberto	Não		
2092	1	Pc	560	Laminado tipo moeda borracha (placa 50 x 50) - 140 m2- Ecobor	9.5	5880	40620	102	28/56	DDL	CIF	Imediato	7 dias	Em Aberto	Não		
2009	1	PC	1	Alicate corte diagonal 8310-6 Gedore 	51.4	51.4	40620	103	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2009	2	PC	1	Alicate universal 8280-8 Iox - Gedore 	29	29	40620	103	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2009	3	PC	1	Caixa ferramentas 5 gavetas 	50	50	40620	103	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2009	4	PC	1	Chave fenda 5/16 x 8 - Gedore 	9.6	9.6	40620	103	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2009	5	PC	2	Chave fenda 1/8 x 3 - Gedore	5	10	40620	103	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2009	6	PC	1	Chave fenda 1/4 x 6 - Gedore 	7.5	7.5	40620	103	28 dias 	DDL	CIF	Imediato 	10 dias 	Em Aberto	Sim		
2007	1	Pc	1	"Paquimetro profissional digital 8"" - 200 mm - Pantec"	346	346	40620	104	30	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2063	1	PC	1	Carregador bateria rapido/lento 50 amp c/ rodas - Paulitech	778.9	778.9	40620	105	28/56 dias 	DDL	CIF	10 dias úteis 	10 dias	Em Aberto	Não		
2063	2	PC	1	Carregador bateria rápido /lento 50 amp - Paulitech 	655	655	40620	105	28/56 dias 	DDL	CIF	10 dias úteis 	10 dias	Em Aberto	Não		
2007	1	Pc	3	Adesivo 271 (trava rosca) - 50 g - Loctite	156	468	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	2	Pc	3	Adesivo 496 - 20 g - Loctite	36.9	110.7	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	3	Pc	2	"Broca aço rápido 10,2 mm - Dormer"	23	46	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	4	Pc	2	Cossinete BSW 5/8 x 11 - Dormer	184.7	369.4	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	5	Pc	30	"Disco desbaste BDA 654 - 9"" - Norton"	22	660	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	6	Pc	5	"Lima chata bastarda 10"" K & F"	28.5	142.5	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	7	Pc	300	Lixa ferro - grana 40 - Norton	2.5	750	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	8	Jg	2	Jogo macho 3/8 BSW - Dormer	96.5	193	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2007	9	Pc	8	Rebolo reto 10 x 1.1/2 - grão 46 - Norton	123.9	991.2	40623	106	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2005	1	PC	1	Serrote Starrett p/ pvc 148-18 * Entrega 30 dias 	86	86	40623	107	46 dias 	DDL	CIF	10 a 60 dias 	10 dias 	Em Aberto	Não	30 dias entrega 	
2005	2	RL 	1	Corda sisal 1/2 - rolo c/ 220 mts * Entrega 10 dias 	169.1	169.1	40623	107	46 dias 	DDL	CIF	10 a 60 dias 	10 dias 	Em Aberto	Não	10 dias entrega 	
2005	3	PC	1	Mala ferramentas 44x32x14 - Echolac * Entrega 60 dias 	390	390	40623	107	46 dias 	DDL	CIF	10 a 60 dias 	10 dias 	Em Aberto	Não	60 dias 	
2005	1	PC	1	"Serrote Stanley p/ pvc 12"" "	57.7	57.7	40623	108	46 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Sim		
2005	2	PC	1	Maleta em alumínio p/ ferramentas Wester	135	135	40623	108	46 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Sim		
2007	1	Pc	1	"Chave para tubo 8"" ref. 033110227 - Gedore"	79.9	79.9	40623	109	30	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2007	2	Pc	1	"Alicate corte 6"" - Belzer"	44.5	44.5	40623	109	30	DDL	CIF	7 dias	7 dias	Em Aberto	Sim		
2007	3	Pc	1	"Alicate bico 1/2 cana 6"" - Belzer"	53.7	53.7	40623	109	30	DDL	CIF	7 dias	7 dias	Em Aberto	Sim		
2007	4	Jg	1	Jogo chave allen ref. 42L-9M - Gedore	39.8	39.8	40623	109	30	DDL	CIF	7 dias	7 dias	Em Aberto	Não		
2007	5	Jg	1	Jogo chave combinada ref. 44660/215 - Tramontina Pro	224.9	224.9	40623	109	30	DDL	CIF	7 dias	7 dias	Em Aberto	Sim		
2007	6	Pc	1	"Arco de serra 140 - 12"" - Starrett"	17.9	17.9	40623	109	30	DDL	CIF	7 dias	7 dias	Em Aberto	Sim		
2061	1	Pc	1	Caneta marcadora pneumática AT-6100 - Puma 	979	979	40623	110	30	DDL	CIF	10 dias	7 dias	Em Aberto	Não		
2013	1	Pc	10	"Lima chata bastarda 14"" com cabo madeira"	37.9	379	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	2	Pc	50	"Flap disc 4.1/2"" - Grana 60 "	11.9	595	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	3	Pc	250	Lixa d'agua grana 220	0.85	212.5	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	4	Pc	10	"Alicate bico 1/2 cana isolado 6"" - Tramontina Pro"	40.35	403.5	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	5	Pc	15	"Broca aço rápido 5,2 mm - Twill"	4.95	74.25	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	6	Pc	15	"Broca aço rápido 6,5 mm"	4.95	74.25	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	7	Pc	5	"Lima chata bastarda 10"" com cabo madeira"	23.9	119.5	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	8	Pc	2	"Lima chata murça 12"" com cabo madeira"	32.9	65.8	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	9	Pc	5	"Lima redonda bastarda 6"""	17.2	86	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	10	Pc	3	"Serra fita 27 x 3-4 - 4,46"	163.15	489.45	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	11	Pc	50	Escova aço manual	6.5	325	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	12	Pc	10	Broca centro 1/8 x 5/16	49.5	495	40624	111	30	DDL	CIF	10 dias	10 dias	Em Aberto	Sim		
2013	1	Pc	20	"Rebolo branco 3860KVS 6"" x 5/8"" x 3/4"" AA60K6V15 - Sivat"	48.7	974	40624	112	30	DDL	CIF	30 dias	7 dias	Em Aberto	Não		
2105	1	Pc	1	"Chave p/ tubo (grifo) 10"" - Stanley"	45	45	40623	113	21	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2105	2	Pc	1	"Alkicate universal isolado 8"" - Tramontina Pro"	29.9	29.9	40623	113	21	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2105	3	Pc	1	Martelo unha 27 mm - Tramontina Pro	19	19	40623	113	21	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2105	4	Pc	1	"Alicate corte diagonal isolado 6"" - Tramontina Pro"	39.9	39.9	40623	113	21	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2105	5	Pc	1	Trena aço 5 metros c/ brinde - Starrett	12	12	40623	113	21	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2105	6	Pc	1	"Alicate pressão 10"" - Tramontina Pro"	29.9	29.9	40623	113	21	DDL	CIF	Imediato	7 dias	Em Aberto	Sim		
2007	1	Pc	1	Transpaleteira manual hidráulica PP-3000 - para 3000 kg - Bovenau	1290	1290	40624	114	30	DDL	CIF	15 dias	7 dias	Em Aberto	Não		
2017	1	Pc	1	Bico T6100-02 para caneta marcadora AT6100 Puma	130	130	40624	115	30	DDL	CIF	20 dias	5 dias	Em Aberto	Não		
2008	1	PC	10	"Lima chata bast 12"" K&F "	39	390	40626	116	35 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2008	2	PC	100	Serra manual Starrett 1224	3.4	340	40626	116	35 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Sim		
2008	3	PC	3	Serra máquina Starrett 2106-6	149.83	449.49	40626	116	35 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Sim		
2008	4	PC	20	Bico engraxadeira Lumagi BES001	7.05	141	40626	116	35 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Sim		
2008	5	PC	6	Broca aço rápido Bosch 1/2	21.2	127.2	40626	116	35 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Sim		
2008	6	PC	12	Broca aço rápido Bosch 9/16	110	1320	40626	116	35 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Sim		
2008	7	PC	100	Cadeado 25 mm Vonder 	8.45	845	40626	116	35 dias 	DDL	CIF	20 dias 	10 dias 	Em Aberto	Não		
2106	1	PC	1	Serviço p/ torno ferro fundido - placa + flange 	2827	2827	40626	117	30 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Sim		
2106	1	PC	1	Serviço em torno aço - placa + flange 	3652	3652	40626	118	30 dias 	DDL	CIF	30 dias 	10 dias 	Em Aberto	Sim		
2106	1	PC	1	Serviço em torno ferro - placa + flange - imp	1210	1210	40626	119	30 dias 	DDL	CIF	15 dias 	10 dias 	Em Aberto	Sim		
